links,titles,lyrics,album
/song:oklahoma-hills,Oklahoma Hills,NA,NA
/song:old-dan-tucker,Old Dan Tucker,"One, two, three, four Now old Dan Tucker was a fine old man Washed his face in a fryin' pan Combed his hair with a wagon wheel And died with a toothache in his heel Get out the way old Dan Tucker You're too late to get your supper Get out the way old Dan Tucker You're too late to get your supper Now old Dan Tucker come to town Riding a billy goat, leading a hound The hound dog barked and the billy goat jumped And landed old Tucker on a stump Get out the way old Dan Tucker You're too late to get your supper Get out the way old Dan Tucker You're too late to get your supper Now old Dan Tucker got drunk and fell In the fire and kicked up holy hell A red-hot coal got in his shoe And oh my Lord the ashes flew Get out the way old Dan Tucker You're too late to get your supper Get out the way old Dan Tucker You're too late to get your supper Come on! Let it go! Now Old Dan Tucker come to town Swinging them ladies all round First to the right then to the left Then to the gal that he loved best Get out the way old Dan Tucker You're too late to get your supper Get out the way old Dan Tucker You're too late to get your supper Get out the way old Dan Tucker You're too late to get your supper Get out the way old Dan Tucker You're too late to get your supper",We Shall Overcome: The Seeger Sessions
/song:old-time-rock-and-roll,Old Time Rock And Roll,NA,NA
/song:omaha,Omaha,NA,NA
/song:on-broadway,On Broadway,NA,NA
/song:on-the-prowl,On The Prowl,NA,NA
/song:on-the-road,On The Road,NA,NA
/song:on-top-of-old-smoky,On Top Of Old Smoky,NA,NA
/song:once-upon-a-time-in-the-west,Once Upon A Time In The West,NA,We All Love Ennio Morricone
/song:one-by-one,One By One,NA,NA
/song:one-guitar,One Guitar,NA,NA
/song:one-headlight,One Headlight,NA,NA
/song:one-love-people-get-ready,One Love/People Get Ready,NA,NA
/song:one-minute-you-re-here,One Minute You're Here,Big black train coming down the track Blow your whistle long and long One minute you're here Next minute you're gone I lay my penny down on the rails As the summer wind sings its last song One minute you're here Next minute you're gone Baby baby baby I'm so alone Baby baby baby I'm coming home Autumn carnival on the edge of town We walk down the midway arm-in-arm One minute you're here Next minute you're gone I thought I knew just who I was And what I'd do but I was wrong One minute you're here Next minute you're gone Red river running along the edge of town On the muddy banks I lay my body down This body down Footsteps crackling on a gravel road Stars vanish in a sky as black as stone One minute you're here Next minute you're gone One minute you're here Next minute you're gone One minute you're here,Letter To You
/song:one-more-try,One More Try,NA,NA
/song:one-of-us-must-know-sooner-or-later,One Of Us Must Know (Sooner Or Later),NA,NA
/song:one-step-up,One Step Up,"Woke up this morning, the house was cold Checked out the furnace, she wasn't burning Went out and hopped in my old Ford Hit the engine but she ain't turning We've given each other some hard lessons lately We ain't learning We're the same sad story, that's a fact One step up and two steps back Bird on a wire outside my motel room But he ain't singing Girl in white outside a church in June But the church bells ain't ringing I'm sitting here in this bar tonight But all I'm thinking Is I'm the same old story, same old act One step up and two steps back It's the same thing night on night Who's wrong baby who's right Another fight and I slam the door On another battle in our dirty little war When I look at myself I don't see The man I wanted to be Somewhere 'long the line I slipped off track I'm caught moving one step up and two steps back There's a girl across the bar I get the message she's sending Hmm she ain't looking too married Me well honey I'm pretending Last night I dreamed I held you in my arms The music was never ending We danced as the evening sky faded to black One step up and two steps back (One step up and two steps back) One step up and two steps back (One step up and two steps back) One step up and two steps back",Tunnel Of Love
/song:one-way-street,One Way Street,"Well if the sun should fall from the sky tomorrow If the rain brings a tear to your eye I would share your sorrow If you must go, then take your leave Our love was strong, our love was sweet But we were walking on the wild side, running down a one way street In the night, I see only the fire in your eyes The morning light brings the shadows of your lies And so the change has come today And for our wrongs well we must pay We were walking on the wild side, running down a one way street Oh my darling I must, I must confess This can't be love, no I am just a man possessed And so the tide has turned to day We can turn and walk away 'Cause we were walking on the wild side, running down a one way street Yes we are Girl, we're walking on the wild side, running down a one way street Whoa-hoo",The Promise
/song:only-lovers-left-alive,Only Lovers Left Alive,NA,American Babylon
/song:only-the-good-die-young,Only The Good Die Young,NA,NA
/song:only-the-lonely-know-the-way-i-feel,Only The Lonely (Know The Way I Feel),NA,NA
/song:only-you-know-and-i-know,Only You Know And I Know,NA,NA
/song:ooby-dooby,Ooby Dooby,NA,NA
/song:open-all-night,Open All Night,"Well I had the carburetor, baby, cleaned and checked With her line blown out she's humming like a turbojet Propped her up in the backyard on concrete blocks For a new clutch plate and a new set of shocks Took her down to the carwash, checked the plugs and points Well I'm going out tonight, I'm gonna rock that joint Early North Jersey industrial skyline I'm a all-set cobra jet creeping through the night time Gotta find a gas station, gotta find a pay phone This turnpike sure is spooky at night when you're all alone Gotta hit the gas, baby, I'm running late This New Jersey in the morning like a lunar landscape Now the boss don't dig me, so he put me on the night shift It takes me two hours to get back to where my baby lives In the wee wee hours your mind gets hazy Radio relays towers, won't you lead me to my baby Underneath the overpass, trooper hits his party light switch Good night good luck, one two power shift I met Wanda when she was employed Behind the counter at Route 60 Bob's Big Boy Fried Chicken On the front seat, she's sitting in my lap We're wiping our fingers on a Texaco road map I remember Wanda up on scrap metal hill With them big brown eyes that make your heart stand still Hoo hoo, whoa! Ha! Oh, hey Well at 5 a.m. oil pressure's sinking fast I make a pit stop, wipe the windshield, check the gas Gotta call my baby on the telephone Let her know that her daddy's coming on home Sit tight, little mama, I'm a-coming around I got three more hours but I'm covering ground Your eyes get itchy in the wee wee hours Sun's just a red ball rising over them refinery towers Radio's jammed up with gospel stations Lost souls calling long distance salvation Hey mister deejay won't you hear my last prayer Hey ho rock 'n roll deliver me from nowhere Hey da da di da, di da da Oh hey da da di da, di da da Oh hey da da di da, di da da Oh hey da da di da, di da da …..",Nebraska
/song:our-lady-of-the-well,Our Lady Of The Well,NA,NA
/song:out-in-the-street,Out In The Street,"Put on your best dress baby and, darling, fix your hair up right 'Cause there's a party, honey, way down beneath the neon lights All day you've been working that hard line Now tonight you're gonna have a good time I work five days a week, girl, loading crates down on the dock I take my hard earned money and meet my girl down on the block And Monday when the foreman calls time I've already got Friday on my mind When that whistle blows, girl, I'm down the street I'm home, I'm out of my work clothes When I'm out in the street, oh oh oh oh oh, I walk the way I wanna walk When I'm out in the street, oh oh oh oh oh, I talk the way I wanna talk When I'm out in the street, when I'm out in the street Oh oh, oh When I'm out in the street, girl, well I never feel alone When I'm out in the street, girl, in the crowd I feel at home The black and whites they cruise by And they watch us from the corner of their eye But there ain't no doubt, girl, down here We ain't gonna take what they're handing out When I'm out in the street, oh oh oh oh oh, I walk the way I wanna walk When I'm out in the street, oh oh oh oh oh, I talk the way I wanna talk Baby, out in the street I don't feel sad or blue Baby, out in the street I'll be waiting for you When the whistle blows, girl, I'm down the street I'm home, I'm out of my work clothes When I'm out in the street, oh oh oh oh oh, I walk the way I wanna walk When I'm out in the street, oh oh oh oh oh, I talk the way I wanna talk When I'm out in the street, oh oh oh oh oh, pretty girls, they're all passing by When I'm out in the street, oh oh oh oh oh, from the corner we give them the eye Baby, out in the street I just feel all right Meet me out in the street, little girl, tonight Go! Meet me out in the street, meet me out in the street Whoa oh whoa oh oh oh oh Now meet me out in the street Now meet me out in the street Now meet me out in the street Meet me out in the street Oh darling out in the street Meet me out in the street Oh meet me out in the street Meet me out in the street Oh darling out in the street",The River
